5_Minutes,Lane_1_ Flow (Veh_5 Minutes),Lane_Points, Observed_percent
18/02/2016 07:25,95.00,1.00,100.00%
18/02/2016 07:30,72.00,1.00,100.00%
18/02/2016 07:35,77.00,1.00,100.00%
18/02/2016 07:40,47.00,1.00,100.00%
18/02/2016 07:45,57.00,1.00,100.00%
18/02/2016 07:50,86.00,1.00,100.00%
18/02/2016 07:55,78.00,1.00,100.00%
18/02/2016 08:00,83.00,1.00,100.00%
18/02/2016 08:05,84.00,1.00,100.00%
18/02/2016 08:10,86.00,1.00,100.00%
18/02/2016 08:15,73.00,1.00,100.00%
18/02/2016 08:20,82.00,1.00,100.00%
18/02/2016 08:25,74.00,1.00,100.00%
18/02/2016 08:30,60.00,1.00,100.00%
18/02/2016 08:35,40.00,1.00,100.00%
18/02/2016 08:40,55.00,1.00,100.00%
18/02/2016 08:45,83.00,1.00,100.00%
18/02/2016 08:50,75.00,1.00,100.00%
18/02/2016 08:55,67.00,1.00,100.00%
18/02/2016 09:00,76.00,1.00,100.00%
18/02/2016 09:05,64.00,1.00,100.00%
18/02/2016 09:10,65.00,1.00,100.00%
18/02/2016 09:15,84.00,1.00,100.00%
18/02/2016 09:20,104.00,1.00,100.00%
18/02/2016 09:25,92.00,1.00,100.00%
18/02/2016 09:30,112.00,1.00,100.00%
18/02/2016 09:35,95.00,1.00,100.00%
18/02/2016 09:40,120.00,1.00,100.00%
18/02/2016 09:45,102.00,1.00,100.00%
18/02/2016 09:50,103.00,1.00,100.00%
18/02/2016 09:55,102.00,1.00,100.00%
18/02/2016 10:00,109.00,1.00,100.00%
18/02/2016 10:05,98.00,1.00,100.00%
18/02/2016 10:10,119.00,1.00,100.00%
18/02/2016 10:15,91.00,1.00,100.00%
18/02/2016 10:20,131.00,1.00,100.00%
18/02/2016 10:25,111.00,1.00,100.00%
18/02/2016 10:30,121.00,1.00,100.00%
18/02/2016 10:35,94.00,1.00,100.00%
18/02/2016 10:40,110.00,1.00,100.00%
18/02/2016 10:45,104.00,1.00,100.00%
18/02/2016 10:50,124.00,1.00,100.00%
18/02/2016 10:55,89.00,1.00,100.00%
18/02/2016 11:00,105.00,1.00,100.00%
18/02/2016 11:05,116.00,1.00,100.00%
18/02/2016 11:10,117.00,1.00,100.00%
18/02/2016 11:15,115.00,1.00,100.00%
18/02/2016 11:20,93.00,1.00,100.00%
18/02/2016 11:25,102.00,1.00,100.00%
18/02/2016 11:30,89.00,1.00,100.00%
18/02/2016 11:35,101.00,1.00,100.00%
18/02/2016 11:40,97.00,1.00,100.00%
18/02/2016 11:45,104.00,1.00,100.00%
18/02/2016 11:50,108.00,1.00,100.00%
18/02/2016 11:55,91.00,1.00,100.00%
18/02/2016 12:00,97.00,1.00,100.00%
18/02/2016 12:05,93.00,1.00,100.00%
18/02/2016 12:10,99.00,1.00,100.00%
18/02/2016 12:15,95.00,1.00,100.00%
18/02/2016 12:20,90.00,1.00,100.00%
18/02/2016 12:25,104.00,1.00,100.00%
18/02/2016 12:30,77.00,1.00,100.00%
18/02/2016 12:35,106.00,1.00,100.00%
18/02/2016 12:40,101.00,1.00,100.00%
18/02/2016 12:45,108.00,1.00,100.00%
18/02/2016 12:50,92.00,1.00,100.00%
18/02/2016 12:55,104.00,1.00,100.00%
18/02/2016 13:00,110.00,1.00,100.00%
18/02/2016 13:05,97.00,1.00,100.00%
18/02/2016 13:10,99.00,1.00,100.00%
18/02/2016 13:15,107.00,1.00,100.00%
18/02/2016 13:20,88.00,1.00,100.00%
18/02/2016 13:25,91.00,1.00,100.00%
18/02/2016 13:30,96.00,1.00,100.00%
18/02/2016 13:35,95.00,1.00,100.00%
18/02/2016 13:40,112.00,1.00,100.00%
18/02/2016 13:45,94.00,1.00,100.00%
18/02/2016 13:50,128.00,1.00,100.00%
18/02/2016 13:55,107.00,1.00,100.00%
18/02/2016 14:00,100.00,1.00,100.00%
18/02/2016 14:05,89.00,1.00,100.00%
18/02/2016 14:10,95.00,1.00,100.00%
18/02/2016 14:15,113.00,1.00,100.00%
18/02/2016 14:20,97.00,1.00,100.00%
18/02/2016 14:25,97.00,1.00,100.00%
18/02/2016 14:30,89.00,1.00,100.00%
18/02/2016 14:35,97.00,1.00,100.00%
18/02/2016 14:40,102.00,1.00,100.00%
18/02/2016 14:45,87.00,1.00,100.00%
18/02/2016 14:50,99.00,1.00,100.00%
18/02/2016 14:55,111.00,1.00,100.00%
18/02/2016 15:00,109.00,1.00,100.00%
18/02/2016 15:05,102.00,1.00,100.00%
18/02/2016 15:10,103.00,1.00,100.00%
18/02/2016 15:15,94.00,1.00,100.00%
18/02/2016 15:20,102.00,1.00,100.00%
18/02/2016 15:25,95.00,1.00,100.00%
18/02/2016 15:30,80.00,1.00,100.00%
18/02/2016 15:35,107.00,1.00,100.00%
18/02/2016 15:40,101.00,1.00,100.00%
18/02/2016 15:45,118.00,1.00,100.00%
18/02/2016 15:50,107.00,1.00,100.00%
18/02/2016 15:55,95.00,1.00,100.00%
18/02/2016 16:00,80.00,1.00,100.00%
18/02/2016 16:05,105.00,1.00,100.00%
18/02/2016 16:10,99.00,1.00,100.00%
18/02/2016 16:15,100.00,1.00,100.00%
18/02/2016 16:20,94.00,1.00,100.00%
18/02/2016 16:25,84.00,1.00,100.00%
18/02/2016 16:30,70.00,1.00,100.00%
18/02/2016 16:35,94.00,1.00,100.00%
18/02/2016 16:40,110.00,1.00,100.00%
18/02/2016 16:45,93.00,1.00,100.00%
18/02/2016 16:50,92.00,1.00,100.00%
18/02/2016 16:55,76.00,1.00,100.00%
18/02/2016 17:00,90.00,1.00,100.00%
18/02/2016 17:05,78.00,1.00,100.00%
18/02/2016 17:10,100.00,1.00,100.00%
18/02/2016 17:15,97.00,1.00,100.00%
18/02/2016 17:20,101.00,1.00,100.00%
18/02/2016 17:25,90.00,1.00,100.00%
18/02/2016 17:30,97.00,1.00,100.00%
18/02/2016 17:35,87.00,1.00,100.00%
18/02/2016 17:40,92.00,1.00,100.00%
18/02/2016 17:45,88.00,1.00,100.00%
18/02/2016 17:50,85.00,1.00,100.00%
18/02/2016 17:55,76.00,1.00,100.00%
18/02/2016 18:00,73.00,1.00,100.00%
18/02/2016 18:05,64.00,1.00,100.00%
18/02/2016 18:10,77.00,1.00,100.00%
18/02/2016 18:15,81.00,1.00,100.00%
18/02/2016 18:20,74.00,1.00,100.00%
18/02/2016 18:25,80.00,1.00,100.00%
18/02/2016 18:30,90.00,1.00,100.00%
18/02/2016 18:35,77.00,1.00,100.00%
18/02/2016 18:40,85.00,1.00,100.00%
18/02/2016 18:45,78.00,1.00,100.00%
18/02/2016 18:50,96.00,1.00,100.00%
18/02/2016 18:55,74.00,1.00,100.00%
18/02/2016 19:00,71.00,1.00,100.00%
18/02/2016 19:05,79.00,1.00,100.00%
18/02/2016 19:10,80.00,1.00,100.00%
18/02/2016 19:15,90.00,1.00,100.00%
18/02/2016 19:20,80.00,1.00,100.00%
18/02/2016 19:25,79.00,1.00,100.00%
18/02/2016 19:30,76.00,1.00,100.00%
18/02/2016 19:35,59.00,1.00,100.00%
18/02/2016 19:40,68.00,1.00,100.00%
18/02/2016 19:45,58.00,1.00,100.00%
18/02/2016 19:50,64.00,1.00,100.00%
18/02/2016 19:55,57.00,1.00,100.00%
18/02/2016 20:00,73.00,1.00,100.00%
18/02/2016 20:05,59.00,1.00,100.00%
18/02/2016 20:10,65.00,1.00,100.00%
18/02/2016 20:15,76.00,1.00,100.00%
18/02/2016 20:20,55.00,1.00,100.00%
18/02/2016 20:25,61.00,1.00,100.00%
18/02/2016 20:30,34.00,1.00,100.00%
18/02/2016 20:35,45.00,1.00,100.00%
18/02/2016 20:40,60.00,1.00,100.00%
18/02/2016 20:45,55.00,1.00,100.00%
18/02/2016 20:50,60.00,1.00,100.00%
18/02/2016 20:55,36.00,1.00,100.00%
18/02/2016 21:00,53.00,1.00,100.00%
18/02/2016 21:05,48.00,1.00,100.00%
18/02/2016 21:10,50.00,1.00,100.00%
18/02/2016 21:15,52.00,1.00,100.00%
18/02/2016 21:20,53.00,1.00,100.00%
18/02/2016 21:25,33.00,1.00,100.00%
18/02/2016 21:30,59.00,1.00,100.00%
18/02/2016 21:35,49.00,1.00,100.00%
18/02/2016 21:40,43.00,1.00,100.00%
18/02/2016 21:45,39.00,1.00,100.00%
18/02/2016 21:50,35.00,1.00,100.00%
18/02/2016 21:55,32.00,1.00,100.00%
18/02/2016 22:00,40.00,1.00,100.00%
18/02/2016 22:05,41.00,1.00,100.00%
18/02/2016 22:10,43.00,1.00,100.00%
18/02/2016 22:15,42.00,1.00,100.00%
18/02/2016 22:20,28.00,1.00,100.00%
18/02/2016 22:25,30.00,1.00,100.00%
18/02/2016 22:30,34.00,1.00,100.00%
18/02/2016 22:35,26.00,1.00,100.00%
18/02/2016 22:40,23.00,1.00,100.00%
18/02/2016 22:45,17.00,1.00,100.00%
18/02/2016 22:50,22.00,1.00,100.00%
18/02/2016 22:55,15.00,1.00,100.00%
18/02/2016 23:00,19.00,1.00,100.00%
18/02/2016 23:05,12.00,1.00,100.00%
18/02/2016 23:10,17.00,1.00,100.00%
18/02/2016 23:15,18.00,1.00,100.00%
18/02/2016 23:20,22.00,1.00,100.00%
18/02/2016 23:25,13.00,1.00,100.00%
18/02/2016 23:30,16.00,1.00,100.00%
18/02/2016 23:35,15.00,1.00,100.00%
18/02/2016 23:40,17.00,1.00,100.00%
18/02/2016 23:45,21.00,1.00,100.00%
18/02/2016 23:50,12.00,1.00,100.00%
18/02/2016 23:55,13.00,1.00,100.00%
19/02/2016 00:00,13.00,1.00,100.00%
19/02/2016 00:05,10.00,1.00,100.00%
19/02/2016 00:10,17.00,1.00,100.00%
19/02/2016 00:15,13.00,1.00,100.00%
19/02/2016 00:20,9.00,1.00,100.00%
19/02/2016 00:25,15.00,1.00,100.00%
19/02/2016 00:30,14.00,1.00,100.00%
19/02/2016 00:35,4.00,1.00,100.00%
19/02/2016 00:40,5.00,1.00,100.00%
19/02/2016 00:45,11.00,1.00,100.00%
19/02/2016 00:50,7.00,1.00,100.00%
19/02/2016 00:55,6.00,1.00,100.00%
19/02/2016 01:00,4.00,1.00,100.00%
19/02/2016 01:05,6.00,1.00,100.00%
19/02/2016 01:10,6.00,1.00,100.00%
19/02/2016 01:15,4.00,1.00,100.00%
19/02/2016 01:20,5.00,1.00,100.00%
19/02/2016 01:25,2.00,1.00,100.00%
19/02/2016 01:30,9.00,1.00,100.00%
19/02/2016 01:35,7.00,1.00,100.00%
19/02/2016 01:40,3.00,1.00,100.00%
19/02/2016 01:45,7.00,1.00,100.00%
19/02/2016 01:50,8.00,1.00,100.00%
19/02/2016 01:55,6.00,1.00,100.00%
19/02/2016 02:00,1.00,1.00,100.00%
19/02/2016 02:05,4.00,1.00,100.00%
19/02/2016 02:10,4.00,1.00,100.00%
19/02/2016 02:15,5.00,1.00,100.00%
19/02/2016 02:20,3.00,1.00,100.00%
19/02/2016 02:25,5.00,1.00,100.00%
19/02/2016 02:30,8.00,1.00,100.00%
19/02/2016 02:35,5.00,1.00,100.00%
19/02/2016 02:40,4.00,1.00,100.00%
19/02/2016 02:45,3.00,1.00,100.00%
19/02/2016 02:50,7.00,1.00,100.00%
19/02/2016 02:55,4.00,1.00,100.00%
19/02/2016 03:00,2.00,1.00,100.00%
19/02/2016 03:05,7.00,1.00,100.00%
19/02/2016 03:10,6.00,1.00,100.00%
19/02/2016 03:15,6.00,1.00,100.00%
19/02/2016 03:20,4.00,1.00,100.00%
19/02/2016 03:25,3.00,1.00,100.00%
19/02/2016 03:30,8.00,1.00,100.00%
19/02/2016 03:35,11.00,1.00,100.00%
19/02/2016 03:40,9.00,1.00,100.00%
19/02/2016 03:45,13.00,1.00,100.00%
19/02/2016 03:50,10.00,1.00,100.00%
19/02/2016 03:55,8.00,1.00,100.00%
19/02/2016 04:00,8.00,1.00,100.00%
19/02/2016 04:05,10.00,1.00,100.00%
19/02/2016 04:10,10.00,1.00,100.00%
19/02/2016 04:15,13.00,1.00,100.00%
19/02/2016 04:20,10.00,1.00,100.00%
19/02/2016 04:25,13.00,1.00,100.00%
19/02/2016 04:30,10.00,1.00,100.00%
19/02/2016 04:35,31.00,1.00,100.00%
19/02/2016 04:40,32.00,1.00,100.00%
19/02/2016 04:45,33.00,1.00,100.00%
19/02/2016 04:50,37.00,1.00,100.00%
19/02/2016 04:55,42.00,1.00,100.00%
19/02/2016 05:00,44.00,1.00,100.00%
19/02/2016 05:05,39.00,1.00,100.00%
19/02/2016 05:10,52.00,1.00,100.00%
19/02/2016 05:15,55.00,1.00,100.00%
19/02/2016 05:20,64.00,1.00,100.00%
19/02/2016 05:25,71.00,1.00,100.00%
19/02/2016 05:30,62.00,1.00,100.00%
19/02/2016 05:35,86.00,1.00,100.00%
19/02/2016 05:40,100.00,1.00,100.00%
19/02/2016 05:45,93.00,1.00,100.00%
19/02/2016 05:50,107.00,1.00,100.00%
19/02/2016 05:55,81.00,1.00,100.00%
19/02/2016 06:00,91.00,1.00,100.00%
19/02/2016 06:05,95.00,1.00,100.00%
19/02/2016 06:10,102.00,1.00,100.00%
19/02/2016 06:15,121.00,1.00,100.00%
19/02/2016 06:20,126.00,1.00,100.00%
19/02/2016 06:25,135.00,1.00,100.00%
19/02/2016 06:30,142.00,1.00,100.00%
19/02/2016 06:35,148.00,1.00,100.00%
19/02/2016 06:40,176.00,1.00,100.00%
19/02/2016 06:45,148.00,1.00,100.00%
19/02/2016 06:50,169.00,1.00,100.00%
19/02/2016 06:55,147.00,1.00,100.00%
19/02/2016 07:00,146.00,1.00,100.00%
19/02/2016 07:05,134.00,1.00,100.00%
19/02/2016 07:10,129.00,1.00,100.00%
19/02/2016 07:15,126.00,1.00,100.00%
19/02/2016 07:20,117.00,1.00,100.00%
19/02/2016 07:25,99.00,1.00,100.00%
19/02/2016 07:30,67.00,1.00,100.00%
19/02/2016 07:35,76.00,1.00,100.00%
19/02/2016 07:40,81.00,1.00,100.00%
19/02/2016 07:45,77.00,1.00,100.00%
19/02/2016 07:50,77.00,1.00,100.00%
19/02/2016 07:55,78.00,1.00,100.00%
19/02/2016 08:00,89.00,1.00,100.00%
19/02/2016 08:05,97.00,1.00,100.00%
19/02/2016 08:10,94.00,1.00,100.00%
19/02/2016 08:15,92.00,1.00,100.00%
19/02/2016 08:20,79.00,1.00,100.00%
19/02/2016 08:25,90.00,1.00,100.00%
19/02/2016 08:30,91.00,1.00,100.00%
19/02/2016 08:35,85.00,1.00,100.00%
19/02/2016 08:40,85.00,1.00,100.00%
19/02/2016 08:45,88.00,1.00,100.00%
19/02/2016 08:50,93.00,1.00,100.00%
19/02/2016 08:55,77.00,1.00,100.00%
19/02/2016 09:00,94.00,1.00,100.00%
19/02/2016 09:05,75.00,1.00,100.00%
19/02/2016 09:10,90.00,1.00,100.00%
19/02/2016 09:15,103.00,1.00,100.00%
19/02/2016 09:20,115.00,1.00,100.00%
19/02/2016 09:25,115.00,1.00,100.00%
19/02/2016 09:30,101.00,1.00,100.00%
19/02/2016 09:35,117.00,1.00,100.00%
19/02/2016 09:40,40.00,1.00,100.00%
19/02/2016 09:45,113.00,1.00,100.00%
19/02/2016 09:50,110.00,1.00,100.00%
19/02/2016 09:55,93.00,1.00,100.00%
19/02/2016 10:00,99.00,1.00,100.00%
19/02/2016 10:05,121.00,1.00,100.00%
19/02/2016 10:10,110.00,1.00,100.00%
19/02/2016 10:15,104.00,1.00,100.00%
19/02/2016 10:20,116.00,1.00,100.00%
19/02/2016 10:25,106.00,1.00,100.00%
19/02/2016 10:30,111.00,1.00,100.00%
19/02/2016 10:35,100.00,1.00,100.00%
19/02/2016 10:40,101.00,1.00,100.00%
19/02/2016 10:45,115.00,1.00,100.00%
19/02/2016 10:50,105.00,1.00,100.00%
19/02/2016 10:55,112.00,1.00,100.00%
19/02/2016 11:00,116.00,1.00,100.00%
19/02/2016 11:05,115.00,1.00,100.00%
19/02/2016 11:10,101.00,1.00,100.00%
19/02/2016 11:15,102.00,1.00,100.00%
19/02/2016 11:20,104.00,1.00,100.00%
19/02/2016 11:25,112.00,1.00,100.00%
19/02/2016 11:30,104.00,1.00,100.00%
19/02/2016 11:35,98.00,1.00,100.00%
19/02/2016 11:40,113.00,1.00,100.00%
19/02/2016 11:45,100.00,1.00,100.00%
19/02/2016 11:50,105.00,1.00,100.00%
19/02/2016 11:55,105.00,1.00,100.00%
19/02/2016 12:00,99.00,1.00,100.00%
19/02/2016 12:05,96.00,1.00,100.00%
19/02/2016 12:10,96.00,1.00,100.00%
19/02/2016 12:15,112.00,1.00,100.00%
19/02/2016 12:20,97.00,1.00,100.00%
19/02/2016 12:25,107.00,1.00,100.00%
19/02/2016 12:30,94.00,1.00,100.00%
19/02/2016 12:35,101.00,1.00,100.00%
19/02/2016 12:40,112.00,1.00,100.00%
19/02/2016 12:45,117.00,1.00,100.00%
19/02/2016 12:50,116.00,1.00,100.00%
19/02/2016 12:55,88.00,1.00,100.00%
19/02/2016 13:00,104.00,1.00,100.00%
19/02/2016 13:05,106.00,1.00,100.00%
19/02/2016 13:10,98.00,1.00,100.00%
19/02/2016 13:15,95.00,1.00,100.00%
19/02/2016 13:20,104.00,1.00,100.00%
19/02/2016 13:25,86.00,1.00,100.00%
19/02/2016 13:30,95.00,1.00,100.00%
19/02/2016 13:35,112.00,1.00,100.00%
19/02/2016 13:40,104.00,1.00,100.00%
19/02/2016 13:45,108.00,1.00,100.00%
19/02/2016 13:50,88.00,1.00,100.00%
19/02/2016 13:55,107.00,1.00,100.00%
19/02/2016 14:00,98.00,1.00,100.00%
19/02/2016 14:05,100.00,1.00,100.00%
19/02/2016 14:10,97.00,1.00,100.00%
19/02/2016 14:15,102.00,1.00,100.00%
19/02/2016 14:20,109.00,1.00,100.00%
19/02/2016 14:25,85.00,1.00,100.00%
19/02/2016 14:30,116.00,1.00,100.00%
19/02/2016 14:35,102.00,1.00,100.00%
19/02/2016 14:40,99.00,1.00,100.00%
19/02/2016 14:45,124.00,1.00,100.00%
19/02/2016 14:50,100.00,1.00,100.00%
19/02/2016 14:55,91.00,1.00,100.00%
19/02/2016 15:00,96.00,1.00,100.00%
19/02/2016 15:05,96.00,1.00,100.00%
19/02/2016 15:10,94.00,1.00,100.00%
19/02/2016 15:15,104.00,1.00,100.00%
19/02/2016 15:20,94.00,1.00,100.00%
19/02/2016 15:25,101.00,1.00,100.00%
19/02/2016 15:30,101.00,1.00,100.00%
19/02/2016 15:35,100.00,1.00,100.00%
19/02/2016 15:40,108.00,1.00,100.00%
19/02/2016 15:45,93.00,1.00,100.00%
19/02/2016 15:50,104.00,1.00,100.00%
19/02/2016 15:55,98.00,1.00,100.00%
19/02/2016 16:00,95.00,1.00,100.00%
19/02/2016 16:05,86.00,1.00,100.00%
19/02/2016 16:10,82.00,1.00,100.00%
19/02/2016 16:15,98.00,1.00,100.00%
19/02/2016 16:20,100.00,1.00,100.00%
19/02/2016 16:25,99.00,1.00,100.00%
19/02/2016 16:30,92.00,1.00,100.00%
19/02/2016 16:35,89.00,1.00,100.00%
19/02/2016 16:40,91.00,1.00,100.00%
19/02/2016 16:45,87.00,1.00,100.00%
19/02/2016 16:50,81.00,1.00,100.00%
19/02/2016 16:55,97.00,1.00,100.00%
19/02/2016 17:00,81.00,1.00,100.00%
19/02/2016 17:05,91.00,1.00,100.00%
19/02/2016 17:10,91.00,1.00,100.00%
19/02/2016 17:15,111.00,1.00,100.00%
19/02/2016 17:20,93.00,1.00,100.00%
19/02/2016 17:25,90.00,1.00,100.00%
19/02/2016 17:30,96.00,1.00,100.00%
19/02/2016 17:35,74.00,1.00,100.00%
19/02/2016 17:40,76.00,1.00,100.00%
19/02/2016 17:45,93.00,1.00,100.00%
19/02/2016 17:50,68.00,1.00,100.00%
19/02/2016 17:55,70.00,1.00,100.00%
19/02/2016 18:00,72.00,1.00,100.00%
19/02/2016 18:05,75.00,1.00,100.00%
19/02/2016 18:10,99.00,1.00,100.00%
19/02/2016 18:15,86.00,1.00,100.00%
19/02/2016 18:20,82.00,1.00,100.00%
19/02/2016 18:25,90.00,1.00,100.00%
19/02/2016 18:30,89.00,1.00,100.00%
19/02/2016 18:35,98.00,1.00,100.00%
19/02/2016 18:40,96.00,1.00,100.00%
19/02/2016 18:45,89.00,1.00,100.00%
19/02/2016 18:50,84.00,1.00,100.00%
19/02/2016 18:55,78.00,1.00,100.00%
19/02/2016 19:00,74.00,1.00,100.00%
19/02/2016 19:05,70.00,1.00,100.00%
19/02/2016 19:10,93.00,1.00,100.00%
19/02/2016 19:15,99.00,1.00,100.00%
19/02/2016 19:20,105.00,1.00,100.00%
19/02/2016 19:25,85.00,1.00,100.00%
19/02/2016 19:30,88.00,1.00,100.00%
19/02/2016 19:35,73.00,1.00,100.00%
19/02/2016 19:40,93.00,1.00,100.00%
19/02/2016 19:45,95.00,1.00,100.00%
19/02/2016 19:50,82.00,1.00,100.00%
19/02/2016 19:55,71.00,1.00,100.00%
19/02/2016 20:00,84.00,1.00,100.00%
19/02/2016 20:05,62.00,1.00,100.00%
19/02/2016 20:10,61.00,1.00,100.00%
19/02/2016 20:15,53.00,1.00,100.00%
19/02/2016 20:20,57.00,1.00,100.00%
19/02/2016 20:25,57.00,1.00,100.00%
19/02/2016 20:30,49.00,1.00,100.00%
19/02/2016 20:35,76.00,1.00,100.00%
19/02/2016 20:40,71.00,1.00,100.00%
19/02/2016 20:45,57.00,1.00,100.00%
19/02/2016 20:50,79.00,1.00,100.00%
19/02/2016 20:55,55.00,1.00,100.00%
19/02/2016 21:00,65.00,1.00,100.00%
19/02/2016 21:05,60.00,1.00,100.00%
19/02/2016 21:10,68.00,1.00,100.00%
19/02/2016 21:15,58.00,1.00,100.00%
19/02/2016 21:20,45.00,1.00,100.00%
19/02/2016 21:25,58.00,1.00,100.00%
19/02/2016 21:30,50.00,1.00,100.00%
19/02/2016 21:35,61.00,1.00,100.00%
19/02/2016 21:40,54.00,1.00,100.00%
19/02/2016 21:45,58.00,1.00,100.00%
19/02/2016 21:50,44.00,1.00,100.00%
19/02/2016 21:55,47.00,1.00,100.00%
19/02/2016 22:00,43.00,1.00,100.00%
19/02/2016 22:05,44.00,1.00,100.00%
19/02/2016 22:10,57.00,1.00,100.00%
19/02/2016 22:15,31.00,1.00,100.00%
19/02/2016 22:20,47.00,1.00,100.00%
19/02/2016 22:25,33.00,1.00,100.00%
19/02/2016 22:30,40.00,1.00,100.00%
19/02/2016 22:35,44.00,1.00,100.00%
19/02/2016 22:40,26.00,1.00,100.00%
19/02/2016 22:45,44.00,1.00,100.00%
19/02/2016 22:50,39.00,1.00,100.00%
19/02/2016 22:55,27.00,1.00,100.00%
19/02/2016 23:00,27.00,1.00,100.00%
19/02/2016 23:05,32.00,1.00,100.00%
19/02/2016 23:10,28.00,1.00,100.00%
19/02/2016 23:15,23.00,1.00,100.00%
19/02/2016 23:20,30.00,1.00,100.00%
19/02/2016 23:25,21.00,1.00,100.00%
19/02/2016 23:30,19.00,1.00,100.00%
19/02/2016 23:35,26.00,1.00,100.00%
19/02/2016 23:40,20.00,1.00,100.00%
19/02/2016 23:45,24.00,1.00,100.00%
19/02/2016 23:50,22.00,1.00,100.00%
19/02/2016 23:55,27.00,1.00,100.00%
22/02/2016 00:00,15.00,1.00,100.00%
22/02/2016 00:05,13.00,1.00,100.00%
22/02/2016 00:10,18.00,1.00,100.00%
22/02/2016 00:15,13.00,1.00,100.00%
22/02/2016 00:20,14.00,1.00,100.00%
22/02/2016 00:25,11.00,1.00,100.00%
22/02/2016 00:30,15.00,1.00,100.00%
22/02/2016 00:35,13.00,1.00,100.00%
22/02/2016 00:40,9.00,1.00,100.00%
22/02/2016 00:45,8.00,1.00,100.00%
22/02/2016 00:50,11.00,1.00,100.00%
22/02/2016 00:55,9.00,1.00,100.00%
22/02/2016 01:00,15.00,1.00,100.00%
22/02/2016 01:05,10.00,1.00,100.00%
22/02/2016 01:10,4.00,1.00,100.00%
22/02/2016 01:15,8.00,1.00,100.00%
22/02/2016 01:20,11.00,1.00,100.00%
22/02/2016 01:25,5.00,1.00,100.00%
22/02/2016 01:30,6.00,1.00,100.00%
22/02/2016 01:35,9.00,1.00,100.00%
22/02/2016 01:40,3.00,1.00,100.00%
22/02/2016 01:45,9.00,1.00,100.00%
22/02/2016 01:50,5.00,1.00,100.00%
22/02/2016 01:55,6.00,1.00,100.00%
22/02/2016 02:00,8.00,1.00,100.00%
22/02/2016 02:05,5.00,1.00,100.00%
22/02/2016 02:10,5.00,1.00,100.00%
22/02/2016 02:15,6.00,1.00,100.00%
22/02/2016 02:20,6.00,1.00,100.00%
22/02/2016 02:25,6.00,1.00,100.00%
22/02/2016 02:30,3.00,1.00,100.00%
22/02/2016 02:35,7.00,1.00,100.00%
22/02/2016 02:40,6.00,1.00,100.00%
22/02/2016 02:45,3.00,1.00,100.00%
22/02/2016 02:50,6.00,1.00,100.00%
22/02/2016 02:55,4.00,1.00,100.00%
22/02/2016 03:00,6.00,1.00,100.00%
22/02/2016 03:05,5.00,1.00,100.00%
22/02/2016 03:10,8.00,1.00,100.00%
22/02/2016 03:15,5.00,1.00,100.00%
22/02/2016 03:20,9.00,1.00,100.00%
22/02/2016 03:25,2.00,1.00,100.00%
22/02/2016 03:30,10.00,1.00,100.00%
22/02/2016 03:35,15.00,1.00,100.00%
22/02/2016 03:40,15.00,1.00,100.00%
22/02/2016 03:45,13.00,1.00,100.00%
22/02/2016 03:50,11.00,1.00,100.00%
22/02/2016 03:55,10.00,1.00,100.00%
22/02/2016 04:00,10.00,1.00,100.00%
22/02/2016 04:05,13.00,1.00,100.00%
22/02/2016 04:10,14.00,1.00,100.00%
22/02/2016 04:15,21.00,1.00,100.00%
22/02/2016 04:20,30.00,1.00,100.00%
22/02/2016 04:25,25.00,1.00,100.00%
22/02/2016 04:30,28.00,1.00,100.00%
22/02/2016 04:35,29.00,1.00,100.00%
22/02/2016 04:40,49.00,1.00,100.00%
22/02/2016 04:45,47.00,1.00,100.00%
22/02/2016 04:50,50.00,1.00,100.00%
22/02/2016 04:55,57.00,1.00,100.00%
22/02/2016 05:00,55.00,1.00,100.00%
22/02/2016 05:05,48.00,1.00,100.00%
22/02/2016 05:10,91.00,1.00,100.00%
22/02/2016 05:15,71.00,1.00,100.00%
22/02/2016 05:20,87.00,1.00,100.00%
22/02/2016 05:25,84.00,1.00,100.00%
22/02/2016 05:30,93.00,1.00,100.00%
22/02/2016 05:35,87.00,1.00,100.00%
22/02/2016 05:40,108.00,1.00,100.00%
22/02/2016 05:45,122.00,1.00,100.00%
22/02/2016 05:50,110.00,1.00,100.00%
22/02/2016 05:55,106.00,1.00,100.00%
22/02/2016 06:00,109.00,1.00,100.00%
22/02/2016 06:05,124.00,1.00,100.00%
22/02/2016 06:10,117.00,1.00,100.00%
22/02/2016 06:15,145.00,1.00,100.00%
22/02/2016 06:20,152.00,1.00,100.00%
22/02/2016 06:25,157.00,1.00,100.00%
22/02/2016 06:30,144.00,1.00,100.00%
22/02/2016 06:35,165.00,1.00,100.00%
22/02/2016 06:40,191.00,1.00,100.00%
22/02/2016 06:45,162.00,1.00,100.00%
22/02/2016 06:50,136.00,1.00,100.00%
22/02/2016 06:55,137.00,1.00,100.00%
22/02/2016 07:00,141.00,1.00,100.00%
22/02/2016 07:05,128.00,1.00,100.00%
22/02/2016 07:10,115.00,1.00,100.00%
22/02/2016 07:15,83.00,1.00,100.00%
22/02/2016 07:20,97.00,1.00,100.00%
22/02/2016 07:25,92.00,1.00,100.00%
22/02/2016 07:30,87.00,1.00,100.00%
22/02/2016 07:35,83.00,1.00,100.00%
22/02/2016 07:40,78.00,1.00,100.00%
22/02/2016 07:45,71.00,1.00,100.00%
